Constituency_No,Year,Position,Sex,Party,Votes,Age,Candidate_Type,Constituency_Name,Constituency_Type,Vote_Share_Percentage,Margin,Margin_Percentage,Incumbent
227,1972,2,m,IND,27866,48.6,gen,KHED ALANDI,GEN,46.65,0,0.0,False
228,1972,1,m,BJS,27730,48.6,gen,MAVAL,GEN,49.41,3636,6.48,False
228,1972,2,m,INC,24094,48.6,gen,MAVAL,GEN,42.93,21598,38.49,False
228,1972,3,m,RPK,2496,48.6,gen,MAVAL,GEN,4.45,697,1.24,False
229,1972,1,m,INC,38234,48.6,gen,MULSHI,GEN,79.19,33030,68.41,False
229,1972,2,m,IND,5204,48.6,gen,MULSHI,GEN,10.78,362,0.75,False
229,1972,3,m,SOP,4842,48.6,gen,MULSHI,GEN,10.03,0,0.0,False
230,1972,1,m,INC,63136,48.6,gen,HAVELI,GEN,83.72,50856,67.43,False
230,1972,2,m,SOP,12280,48.6,gen,HAVELI,GEN,16.28,0,0.0,False
231,1972,1,m,INC,23586,48.6,gen,KASBA PETH,GEN,50.03,14599,30.96,False
231,1972,2,m,SOP,8987,48.6,gen,KASBA PETH,GEN,19.06,884,1.87,False
231,1972,3,m,BJS,8103,48.6,gen,KASBA PETH,GEN,17.19,4053,8.6,False
232,1972,1,m,INC,34677,48.6,gen,BHAWANI PETH,SC,56.62,20552,33.56,False
232,1972,2,m,SOP,14125,48.6,gen,BHAWANI PETH,SC,23.06,6681,10.91,False
232,1972,3,m,BJS,7444,48.6,gen,BHAWANI PETH,SC,12.15,3530,5.76,False
233,1972,1,m,BJS,41792,48.6,gen,SHUKRAWAR PETH,GEN,50.15,1597,1.92,True
233,1972,2,m,INC,40195,48.6,gen,SHUKRAWAR PETH,GEN,48.23,39447,47.33,False
233,1972,3,m,SHS,748,48.6,gen,SHUKRAWAR PETH,GEN,0.9,142,0.17,False
234,1972,1,m,INC,34862,48.6,gen,SHIVAJINAGAR,GEN,56.63,19636,31.9,False
234,1972,2,m,PWP,15226,48.6,gen,SHIVAJINAGAR,GEN,24.73,6036,9.81,True
234,1972,3,m,BJS,9190,48.6,gen,SHIVAJINAGAR,GEN,14.93,8124,13.2,False
235,1972,1,m,INC,30661,48.6,gen,POONA CANTONMENT,GEN,59.02,16888,32.51,False
235,1972,2,m,SOP,13773,48.6,gen,POONA CANTONMENT,GEN,26.51,9532,18.35,False
235,1972,3,m,BJS,4241,48.6,gen,POONA CANTONMENT,GEN,8.16,963,1.85,False
236,1972,1,m,INC,21924,48.6,gen,SIRUR,GEN,54.0,9599,23.64,False
236,1972,2,m,RPI,12325,48.6,gen,SIRUR,GEN,30.36,5973,14.71,False
236,1972,3,m,BJS,6352,48.6,gen,SIRUR,GEN,15.64,0,0.0,False
237,1972,1,m,INC,21465,48.6,gen,DHOND,GEN,51.41,11437,27.39,False
237,1972,2,m,IND,10028,48.6,gen,DHOND,GEN,24.02,4319,10.34,False
237,1972,3,m,IND,5709,48.6,gen,DHOND,GEN,13.67,3710,8.89,False
238,1972,1,m,INC,42294,48.6,gen,INDAPUR,GEN,65.05,20452,31.46,False
238,1972,2,m,SOP,21842,48.6,gen,INDAPUR,GEN,33.6,21169,32.56,False
238,1972,3,m,RPK,673,48.6,gen,INDAPUR,GEN,1.04,468,0.72,False
239,1972,1,m,INC,49874,48.6,gen,BARAMATI,GEN,75.5,37473,56.73,False
239,1972,2,m,SOP,12401,48.6,gen,BARAMATI,GEN,18.77,9950,15.06,False
239,1972,3,m,RPI,2451,48.6,gen,BARAMATI,GEN,3.71,1643,2.49,False
240,1972,1,m,SOP,29586,48.6,gen,PURANDHAR,GEN,57.0,8219,15.84,False
240,1972,2,m,INC,21367,48.6,gen,PURANDHAR,GEN,41.17,20652,39.79,False
240,1972,3,m,IND,715,48.6,gen,PURANDHAR,GEN,1.38,480,0.92,False
241,1972,1,m,IND,27401,48.6,gen,BHOR,GEN,61.14,11976,26.72,False
241,1972,2,m,INC,15425,48.6,gen,BHOR,GEN,34.42,13434,29.98,False
241,1972,3,m,IND,1991,48.6,gen,BHOR,GEN,4.44,0,0.0,False
242,1972,1,m,INC,36827,48.6,gen,PHALTAN,GEN,72.9,29683,58.76,False
242,1972,2,m,CPI,7144,48.6,gen,PHALTAN,GEN,14.14,1644,3.25,False
242,1972,3,m,BJS,5500,48.6,gen,PHALTAN,GEN,10.89,4454,8.82,False
243,1972,1,m,INC,30271,48.6,gen,MAN,SC,71.86,24743,58.74,False
243,1972,2,m,IND,5528,48.6,gen,MAN,SC,13.12,2131,5.06,False
243,1972,3,m,RPI,3397,48.6,gen,MAN,SC,8.06,1800,4.27,False
244,1972,1,m,IND,38342,48.6,gen,KHATAV,GEN,56.94,9799,14.55,False
244,1972,2,m,INC,28543,48.6,gen,KHATAV,GEN,42.39,28095,41.73,False
244,1972,3,m,IND,448,48.6,gen,KHATAV,GEN,0.67,0,0.0,False
245,1972,1,m,IND,39225,48.6,gen,KOREGAON,GEN,67.0,19903,33.99,False
245,1972,2,m,INC,19322,48.6,gen,KOREGAON,GEN,33.0,0,0.0,False
246,1972,1,m,INC,41307,48.6,gen,SATARA,GEN,69.17,28239,47.29,False
246,1972,2,m,NCO,13068,48.6,gen,SATARA,GEN,21.88,8733,14.62,False
246,1972,3,m,BJS,4335,48.6,gen,SATARA,GEN,7.26,3800,6.36,False
247,1972,1,m,INC,42125,48.6,gen,WAI,GEN,86.73,39285,80.88,False
247,1972,2,m,BJS,2840,48.6,gen,WAI,GEN,5.85,316,0.65,False
247,1972,3,m,PWP,2524,48.6,gen,WAI,GEN,5.2,1440,2.96,False
248,1972,1,m,INC,31504,48.6,gen,JAOLI,GEN,64.4,14393,29.42,False
248,1972,2,m,IND,17111,48.6,gen,JAOLI,GEN,34.98,16809,34.36,False
248,1972,3,m,IND,302,48.6,gen,JAOLI,GEN,0.62,0,0.0,False
249,1972,1,m,INC,66857,48.6,gen,PATAN,GEN,98.42,65786,96.85,False
249,1972,2,m,PWP,1071,48.6,gen,PATAN,GEN,1.58,0,0.0,False
250,1972,1,m,INC,53094,48.6,gen,KARAD NORTH,GEN,77.5,45195,65.97,False
250,1972,2,m,CPI,7899,48.6,gen,KARAD NORTH,GEN,11.53,5162,7.54,False
250,1972,3,m,RPI,2737,48.6,gen,KARAD NORTH,GEN,4.0,2,0.0,False
251,1972,1,m,INC,34397,48.6,gen,KARAD SOUTH,GEN,53.43,4417,6.86,False
251,1972,2,m,PWP,29980,48.6,gen,KARAD SOUTH,GEN,46.57,0,0.0,False
252,1972,1,m,INC,44567,48.6,gen,SHIRALA,GEN,68.42,27339,41.97,False
252,1972,2,m,PWP,17228,48.6,gen,SHIRALA,GEN,26.45,13887,21.32,False
252,1972,3,m,RPI,3341,48.6,gen,SHIRALA,GEN,5.13,0,0.0,False
253,1972,1,m,INC,65607,48.6,gen,WALVA,GEN,88.2,59644,80.18,False
253,1972,2,m,PWP,5963,48.6,gen,WALVA,GEN,8.02,3148,4.23,False
253,1972,3,m,BJS,2815,48.6,gen,WALVA,GEN,3.78,0,0.0,False
254,1972,1,m,INC,38361,48.6,gen,KHANAPUR,GEN,59.45,12191,18.89,False
254,1972,2,m,PWP,26170,48.6,gen,KHANAPUR,GEN,40.55,0,0.0,False
255,1972,1,m,INC,52725,48.6,gen,TASGAON,GEN,70.87,35201,47.32,False
255,1972,2,m,PWP,17524,48.6,gen,TASGAON,GEN,23.56,13377,17.98,False
255,1972,3,m,IND,4147,48.6,gen,TASGAON,GEN,5.57,0,0.0,False
256,1972,1,m,INC,55176,48.6,gen,SANGLI,GEN,82.36,48904,73.0,False
256,1972,2,m,BJS,6272,48.6,gen,SANGLI,GEN,9.36,726,1.08,False
256,1972,3,m,PWP,5546,48.6,gen,SANGLI,GEN,8.28,0,0.0,False
257,1972,1,m,IND,40388,48.6,gen,MIRAJ,GEN,55.21,7937,10.85,False
257,1972,2,m,INC,32451,48.6,gen,MIRAJ,GEN,44.36,32143,43.94,False
257,1972,3,m,IND,308,48.6,gen,MIRAJ,GEN,0.42,0,0.0,False
258,1972,1,m,INC,51891,48.6,gen,ATPADI KAWATHE MAHANKAL,GEN,90.1,46187,80.19,False
258,1972,2,m,SOP,5704,48.6,gen,ATPADI KAWATHE MAHANKAL,GEN,9.9,0,0.0,False
259,1972,1,m,INC,39096,48.6,gen,JATH,SC,88.52,35856,81.19,False
259,1972,2,m,RPI,3240,48.6,gen,JATH,SC,7.34,1412,3.2,False
259,1972,3,m,BJS,1828,48.6,gen,JATH,SC,4.14,0,0.0,False
260,1972,1,m,INC,61330,48.6,gen,SHIROL,GEN,75.1,42918,52.55,True
260,1972,2,m,SOP,18412,48.6,gen,SHIROL,GEN,22.55,16489,20.19,False
260,1972,3,m,BJS,1923,48.6,gen,SHIROL,GEN,2.35,0,0.0,False
261,1972,1,m,INC,46967,48.6,gen,HATKANANGALE,GEN,62.25,28740,38.09,False
261,1972,2,m,CPM,18227,48.6,gen,HATKANANGALE,GEN,24.16,14010,18.57,False
261,1972,3,m,BJS,4217,48.6,gen,HATKANANGALE,GEN,5.59,1058,1.4,False
262,1972,1,m,INC,38694,48.6,gen,VADGAON,SC,83.57,36196,78.18,False
262,1972,2,m,IND,2498,48.6,gen,VADGAON,SC,5.4,252,0.54,False
262,1972,3,m,RPI,2246,48.6,gen,VADGAON,SC,4.85,363,0.78,False
263,1972,1,m,INC,49368,48.6,gen,SHAHUWADI,GEN,82.08,38592,64.17,False
263,1972,2,m,PWP,10776,48.6,gen,SHAHUWADI,GEN,17.92,0,0.0,False
264,1972,1,m,INC,36951,48.6,gen,PANHALA,GEN,66.21,24709,44.27,False
264,1972,2,m,PWP,12242,48.6,gen,PANHALA,GEN,21.93,7955,14.25,False
264,1972,3,m,IND,4287,48.6,gen,PANHALA,GEN,7.68,2854,5.11,False
265,1972,1,m,IND,25195,48.6,gen,RADHANAGARI,GEN,35.98,8304,11.86,False
265,1972,2,m,INC,16891,48.6,gen,RADHANAGARI,GEN,24.12,3152,4.5,False
265,1972,3,m,CPI,13739,48.6,gen,RADHANAGARI,GEN,19.62,3966,5.66,False
266,1972,1,m,PWP,38943,48.6,gen,KOLHAPUR,GEN,54.33,8925,12.45,False
266,1972,2,m,INC,30018,48.6,gen,KOLHAPUR,GEN,41.88,27984,39.04,False
266,1972,3,m,BJS,2034,48.6,gen,KOLHAPUR,GEN,2.84,1559,2.17,False
267,1972,1,m,INC,54424,48.6,gen,KARVIR,GEN,74.43,35726,48.86,False
267,1972,2,m,PWP,18698,48.6,gen,KARVIR,GEN,25.57,0,0.0,False
268,1972,1,m,IND,34608,48.6,gen,KAGAL,GEN,49.1,1624,2.3,False
268,1972,2,m,INC,32984,48.6,gen,KAGAL,GEN,46.8,31798,45.12,False
268,1972,3,m,PWP,1186,48.6,gen,KAGAL,GEN,1.68,123,0.17,False
269,1972,1,m,INC,30994,48.6,gen,GAUHINGLAJ,GEN,46.28,6873,10.26,False
269,1972,2,m,IND,24121,48.6,gen,GAUHINGLAJ,GEN,36.02,12271,18.32,False
269,1972,3,m,PWP,11850,48.6,gen,GAUHINGLAJ,GEN,17.7,0,0.0,False
270,1972,1,m,INC,24730,48.6,gen,CHANDGAD,GEN,39.3,5764,9.16,False
270,1972,2,m,IND,18966,48.6,gen,CHANDGAD,GEN,30.14,598,0.95,False
270,1972,3,m,PWP,18368,48.6,gen,CHANDGAD,GEN,29.19,17510,27.83,False
1,1967,1,m,INC,27452,48.6,gen,SAWANTWADI,GEN,66.29,17766,42.9,False
1,1967,2,m,PSP,9686,48.6,gen,SAWANTWADI,GEN,23.39,6954,16.79,False
1,1967,3,m,BJS,2732,48.6,gen,SAWANTWADI,GEN,6.6,1188,2.87,False
2,1967,1,m,PSP,16594,48.6,gen,VENGURLA,GEN,41.15,4620,11.46,False
2,1967,2,m,SSP,11974,48.6,gen,VENGURLA,GEN,29.69,1675,4.15,False
2,1967,3,m,INC,10299,48.6,gen,VENGURLA,GEN,25.54,8841,21.92,False
3,1967,1,m,PWP,12826,48.6,gen,KANKAVLI,GEN,38.95,1388,4.21,False
3,1967,2,m,INC,11438,48.6,gen,KANKAVLI,GEN,34.73,2770,8.41,False
3,1967,3,m,PSP,8668,48.6,gen,KANKAVLI,GEN,26.32,0,0.0,False
4,1967,1,m,INC,16966,48.6,gen,MALWAN,GEN,50.41,2098,6.23,False
4,1967,2,m,PSP,14868,48.6,gen,MALWAN,GEN,44.18,13049,38.78,False
4,1967,3,m,IND,1819,48.6,gen,MALWAN,GEN,5.41,0,0.0,False
5,1967,1,m,PSP,14561,48.6,gen,DEOGAD,GEN,41.78,5163,14.81,False
5,1967,2,m,INC,9398,48.6,gen,DEOGAD,GEN,26.96,1059,3.04,False
5,1967,3,m,BJS,8339,48.6,gen,DEOGAD,GEN,23.92,6361,18.25,False
6,1967,1,m,PSP,23156,48.6,gen,RAJAPUR,GEN,58.59,11713,29.64,False
6,1967,2,m,INC,11443,48.6,gen,RAJAPUR,GEN,28.95,7695,19.47,True
6,1967,3,m,BJS,3748,48.6,gen,RAJAPUR,GEN,9.48,2574,6.51,False
7,1967,1,m,PSP,16620,48.6,gen,LANJA,GEN,47.88,4064,11.71,False
7,1967,2,m,INC,12556,48.6,gen,LANJA,GEN,36.17,7017,20.21,False
7,1967,3,m,IND,5539,48.6,gen,LANJA,GEN,15.96,0,0.0,False
8,1967,1,m,INC,22108,48.6,gen,RATNAGIRI,GEN,55.15,8462,21.11,False
8,1967,2,m,BJS,13646,48.6,gen,RATNAGIRI,GEN,34.04,9310,23.22,False
8,1967,3,m,RPI,4336,48.6,gen,RATNAGIRI,GEN,10.82,0,0.0,False
9,1967,1,f,INC,15231,48.6,gen,SANGAMESHWAR,GEN,38.5,6372,16.11,False
9,1967,2,m,BJS,8859,48.6,gen,SANGAMESHWAR,GEN,22.39,2720,6.88,False
9,1967,3,m,PSP,6139,48.6,gen,SANGAMESHWAR,GEN,15.52,1646,4.16,False
10,1967,1,m,INC,22528,48.6,gen,CHIPLUN,GEN,53.11,12069,28.45,False
10,1967,2,m,BJS,10459,48.6,gen,CHIPLUN,GEN,24.66,4987,11.76,False
10,1967,3,m,IND,5472,48.6,gen,CHIPLUN,GEN,12.9,1516,3.57,False
11,1967,1,m,INC,18484,48.6,gen,GUHAGAR,GEN,42.46,2870,6.59,False
11,1967,2,m,BJS,15614,48.6,gen,GUHAGAR,GEN,35.86,10851,24.92,False
11,1967,3,m,IND,4763,48.6,gen,GUHAGAR,GEN,10.94,1650,3.79,False
12,1967,1,m,INC,20203,48.6,gen,KHED BUNDAR,GEN,49.66,9004,22.13,False
12,1967,2,m,IND,11199,48.6,gen,KHED BUNDAR,GEN,27.53,6805,16.73,False
12,1967,3,m,IND,4394,48.6,gen,KHED BUNDAR,GEN,10.8,1452,3.57,False
13,1967,1,m,INC,21423,48.6,gen,DAPOLI,GEN,47.63,9007,20.03,False
13,1967,2,m,IND,12416,48.6,gen,DAPOLI,GEN,27.61,5603,12.46,False
13,1967,3,m,BJS,6813,48.6,gen,DAPOLI,GEN,15.15,4262,9.48,False
14,1967,1,m,INC,23221,48.6,gen,MAHAD,GEN,46.38,1549,3.09,True
14,1967,2,m,PSP,21672,48.6,gen,MAHAD,GEN,43.28,19593,39.13,False
14,1967,3,m,RPI,2079,48.6,gen,MAHAD,GEN,4.15,351,0.7,False
15,1967,1,m,INC,25450,48.6,gen,SHRIWARDHAN,GEN,46.1,2394,4.34,False
15,1967,2,m,PWP,23056,48.6,gen,SHRIWARDHAN,GEN,41.76,16356,29.63,False
15,1967,3,m,BJS,6700,48.6,gen,SHRIWARDHAN,GEN,12.14,0,0.0,False
16,1967,1,m,PWP,28909,48.6,gen,MANGAON,GEN,57.79,12194,24.38,False
16,1967,2,m,INC,16715,48.6,gen,MANGAON,GEN,33.41,14298,28.58,False
16,1967,3,m,IND,2417,48.6,gen,MANGAON,GEN,4.83,435,0.87,False
17,1967,1,m,PWP,23794,48.6,gen,PEN,GEN,47.91,773,1.56,False
17,1967,2,m,INC,23021,48.6,gen,PEN,GEN,46.35,21071,42.42,False
17,1967,3,m,BJS,1950,48.6,gen,PEN,GEN,3.93,1047,2.11,False
18,1967,1,m,PWP,27011,48.6,gen,ALIBAG,GEN,50.65,2887,5.41,False
18,1967,2,m,INC,24124,48.6,gen,ALIBAG,GEN,45.23,21927,41.11,False
18,1967,3,m,BJS,2197,48.6,gen,ALIBAG,GEN,4.12,0,0.0,False
19,1967,1,m,PWP,29546,48.6,gen,PANVEL,GEN,60.19,12171,24.79,True
19,1967,2,m,INC,17375,48.6,gen,PANVEL,GEN,35.39,15205,30.97,False
19,1967,3,m,BJS,2170,48.6,gen,PANVEL,GEN,4.42,0,0.0,False
20,1967,1,m,PWP,21161,48.6,gen,KHALAPUR,GEN,50.57,6472,15.47,False
20,1967,2,m,INC,14689,48.6,gen,KHALAPUR,GEN,35.1,9746,23.29,False
20,1967,3,m,BJS,4943,48.6,gen,KHALAPUR,GEN,11.81,3888,9.29,False
21,1967,1,m,IND,23536,48.6,gen,COLABA,GEN,51.59,9909,21.72,False
21,1967,2,m,INC,13627,48.6,gen,COLABA,GEN,29.87,8971,19.67,False
21,1967,3,m,BJS,4656,48.6,gen,COLABA,GEN,10.21,857,1.88,False
22,1967,1,m,INC,22298,48.6,gen,DHOBITALAO,GEN,46.65,7872,16.47,False
22,1967,2,m,SSP,14426,48.6,gen,DHOBITALAO,GEN,30.18,9213,19.28,False
22,1967,3,m,SWA,5213,48.6,gen,DHOBITALAO,GEN,10.91,774,1.62,False
23,1967,1,m,INC,23572,48.6,gen,GIRGAON,GEN,43.13,3374,6.17,False
23,1967,2,m,PWP,20198,48.6,gen,GIRGAON,GEN,36.95,14226,26.03,False
23,1967,3,m,BJS,5972,48.6,gen,GIRGAON,GEN,10.93,2293,4.2,False
24,1967,1,m,INC,23859,48.6,gen,KHUMBHARWADA,GEN,45.82,8241,15.83,False
24,1967,2,m,SSP,15618,48.6,gen,KHUMBHARWADA,GEN,29.99,6955,13.36,False
24,1967,3,m,BJS,8663,48.6,gen,KHUMBHARWADA,GEN,16.64,7591,14.58,False
25,1967,1,m,IND,23253,48.6,gen,UMARKHADI,GEN,46.74,6084,12.23,False
25,1967,2,m,INC,17169,48.6,gen,UMARKHADI,GEN,34.51,11311,22.74,False
25,1967,3,m,PSP,5858,48.6,gen,UMARKHADI,GEN,11.77,3915,7.87,False
26,1967,1,m,INC,20903,48.6,gen,MAZGAON,GEN,44.85,10169,21.82,False
26,1967,2,m,RPI,10734,48.6,gen,MAZGAON,GEN,23.03,1076,2.31,False
26,1967,3,f,IND,9658,48.6,gen,MAZGAON,GEN,20.72,7046,15.12,False
27,1967,1,m,INC,18292,48.6,gen,NAGAPADA,GEN,35.84,5052,9.9,False
27,1967,2,m,IND,13240,48.6,gen,NAGAPADA,GEN,25.94,4085,8.0,False
27,1967,3,m,BJS,9155,48.6,gen,NAGAPADA,GEN,17.94,2772,5.43,False
28,1967,1,m,INC,18538,48.6,gen,KHETWADI,GEN,35.31,5363,10.22,False
28,1967,2,m,CPI,13175,48.6,gen,KHETWADI,GEN,25.1,2426,4.62,False
28,1967,3,m,PSP,10749,48.6,gen,KHETWADI,GEN,20.48,5683,10.83,False
29,1967,1,m,INC,25491,48.6,gen,WALKESHWAR,GEN,46.2,8658,15.69,False
29,1967,2,m,SWA,16833,48.6,gen,WALKESHWAR,GEN,30.51,6707,12.15,False
29,1967,3,m,CPI,10126,48.6,gen,WALKESHWAR,GEN,18.35,7831,14.19,False
30,1967,1,m,CPI,23168,48.6,gen,BYCULLA,GEN,44.18,2324,4.43,False
30,1967,2,m,INC,20844,48.6,gen,BYCULLA,GEN,39.75,16291,31.07,False
30,1967,3,m,SWA,4553,48.6,gen,BYCULLA,GEN,8.68,849,1.62,False
31,1967,1,m,INC,24532,48.6,gen,LOVEGROVE,SC,40.93,208,0.35,False
31,1967,2,m,RPI,24324,48.6,gen,LOVEGROVE,SC,40.58,18217,30.39,False
31,1967,3,m,BJS,6107,48.6,gen,LOVEGROVE,SC,10.19,1134,1.89,False
32,1967,1,m,INC,22743,48.6,gen,WORLI,GEN,38.32,3995,6.73,False
32,1967,2,m,CPM,18748,48.6,gen,WORLI,GEN,31.59,9300,15.67,False
32,1967,3,m,IND,9448,48.6,gen,WORLI,GEN,15.92,2643,4.45,False
33,1967,1,m,CPI,28847,48.6,gen,PAREL,GEN,47.38,10616,17.44,False
33,1967,2,m,INC,18231,48.6,gen,PAREL,GEN,29.94,8949,14.7,False
33,1967,3,m,PSP,9282,48.6,gen,PAREL,GEN,15.24,6921,11.37,False
34,1967,1,m,CPI,30163,48.6,gen,SAWREE,GEN,47.84,8897,14.11,False
34,1967,2,m,INC,21266,48.6,gen,SAWREE,GEN,33.73,16095,25.53,False
34,1967,3,m,PSP,5171,48.6,gen,SAWREE,GEN,8.2,1499,2.38,False
35,1967,1,m,PSP,15145,48.6,gen,NAIGAON,GEN,28.87,1598,3.05,False
35,1967,2,m,RPI,13547,48.6,gen,NAIGAON,GEN,25.82,302,0.58,False
35,1967,3,m,INC,13245,48.6,gen,NAIGAON,GEN,25.25,10036,19.13,False
36,1967,1,m,INC,25527,48.6,gen,DADAR,GEN,39.45,5485,8.48,False
36,1967,2,m,CPI,20042,48.6,gen,DADAR,GEN,30.97,8533,13.19,False
36,1967,3,m,PSP,11509,48.6,gen,DADAR,GEN,17.79,3880,6.0,False
37,1967,1,m,INC,28152,48.6,gen,MAHIM,GEN,50.01,13678,24.3,False
37,1967,2,m,BJS,14474,48.6,gen,MAHIM,GEN,25.71,2564,4.55,False
37,1967,3,m,RPI,11910,48.6,gen,MAHIM,GEN,21.16,10694,19.0,False
38,1967,1,m,INC,17213,48.6,gen,MATUNGA,GEN,36.47,1328,2.81,False
38,1967,2,m,SWA,15885,48.6,gen,MATUNGA,GEN,33.66,7477,15.84,False
38,1967,3,m,BJS,8408,48.6,gen,MATUNGA,GEN,17.82,2721,5.77,False
39,1967,1,m,INC,18301,48.6,gen,KURLA,GEN,30.29,6117,10.12,False
39,1967,2,m,RPI,12184,48.6,gen,KURLA,GEN,20.17,2735,4.53,False
39,1967,3,m,IND,9449,48.6,gen,KURLA,GEN,15.64,1050,1.74,False
40,1967,1,m,INC,27817,48.6,gen,BANDRA,GEN,40.0,8363,12.03,False
40,1967,2,m,PSP,19454,48.6,gen,BANDRA,GEN,27.98,10559,15.18,False
40,1967,3,m,SSP,8895,48.6,gen,BANDRA,GEN,12.79,401,0.58,False
41,1967,1,m,INC,23665,48.6,gen,SANTACRUZ,GEN,40.56,7078,12.13,False
41,1967,2,m,CPI,16587,48.6,gen,SANTACRUZ,GEN,28.43,8391,14.38,False
41,1967,3,m,BJS,8196,48.6,gen,SANTACRUZ,GEN,14.05,2816,4.83,False
42,1967,1,m,INC,24666,48.6,gen,ANDHERI,GEN,37.35,1101,1.67,False
42,1967,2,m,IND,23565,48.6,gen,ANDHERI,GEN,35.68,12414,18.8,False
42,1967,3,m,PSP,11151,48.6,gen,ANDHERI,GEN,16.88,7012,10.62,False
43,1967,1,m,INC,24298,48.6,gen,VILE PARLE,GEN,40.81,14608,24.54,False
43,1967,2,m,IND,9690,48.6,gen,VILE PARLE,GEN,16.28,1806,3.03,False
43,1967,3,m,BJS,7884,48.6,gen,VILE PARLE,GEN,13.24,998,1.68,False
44,1967,1,m,INC,30228,48.6,gen,MALAD,GEN,39.78,7426,9.77,False
44,1967,2,m,SSP,22802,48.6,gen,MALAD,GEN,30.01,11350,14.94,False
44,1967,3,m,BJS,11452,48.6,gen,MALAD,GEN,15.07,3975,5.23,False
45,1967,1,m,INC,24148,48.6,gen,BORIVILI,GEN,41.1,13894,23.65,False
45,1967,2,m,SSP,10254,48.6,gen,BORIVILI,GEN,17.45,1162,1.98,False
45,1967,3,m,SWA,9092,48.6,gen,BORIVILI,GEN,15.47,163,0.28,False
46,1967,1,m,BJS,21841,48.6,gen,CHEMBUR,GEN,28.43,2280,2.97,False
46,1967,2,m,INC,19561,48.6,gen,CHEMBUR,GEN,25.47,7972,10.38,False
46,1967,3,m,RPI,11589,48.6,gen,CHEMBUR,GEN,15.09,1814,2.36,False
47,1967,1,m,RPI,34631,48.6,gen,GHATKOPAR,GEN,43.42,10265,12.87,False
47,1967,2,f,INC,24366,48.6,gen,GHATKOPAR,GEN,30.55,8889,11.15,False
47,1967,3,m,BJS,15477,48.6,gen,GHATKOPAR,GEN,19.41,11560,14.5,False
48,1967,1,m,INC,32427,48.6,gen,MULUND,GEN,39.32,11611,14.08,False
48,1967,2,m,CPM,20816,48.6,gen,MULUND,GEN,25.24,3731,4.52,False
48,1967,3,m,BJS,17085,48.6,gen,MULUND,GEN,20.72,11902,14.43,False
49,1967,1,m,INC,21093,48.6,gen,THANA,GEN,37.19,6776,11.95,False
49,1967,2,m,PSP,14317,48.6,gen,THANA,GEN,25.24,2671,4.71,False
49,1967,3,m,BJS,11646,48.6,gen,THANA,GEN,20.53,4015,7.08,False
50,1967,1,m,PWP,23438,48.6,gen,KALYAN,GEN,38.06,4885,7.93,False
50,1967,2,m,BJS,18553,48.6,gen,KALYAN,GEN,30.12,458,0.74,False
50,1967,3,m,INC,18095,48.6,gen,KALYAN,GEN,29.38,17372,28.21,False
51,1967,1,m,INC,24713,48.6,gen,ULHASNAGAR,GEN,48.49,13432,26.36,False
51,1967,2,m,IND,11281,48.6,gen,ULHASNAGAR,GEN,22.14,556,1.09,False
51,1967,3,m,BJS,10725,48.6,gen,ULHASNAGAR,GEN,21.04,8170,16.03,False
52,1967,1,m,INC,21001,48.6,gen,MURBAD,GEN,47.06,6029,13.51,False
52,1967,2,m,RPI,14972,48.6,gen,MURBAD,GEN,33.55,9900,22.18,False
52,1967,3,m,IND,5072,48.6,gen,MURBAD,GEN,11.36,1487,3.33,False
53,1967,1,m,PWP,28735,48.6,gen,BHIWANDI,GEN,49.3,9037,15.51,False
53,1967,2,m,INC,19698,48.6,gen,BHIWANDI,GEN,33.8,13727,23.55,False
53,1967,3,m,PSP,5971,48.6,gen,BHIWANDI,GEN,10.25,3235,5.55,False
54,1967,1,m,INC,34494,48.6,gen,BASSEIN,GEN,50.12,9242,13.43,False
54,1967,2,m,PSP,25252,48.6,gen,BASSEIN,GEN,36.69,17142,24.91,False
54,1967,3,m,IND,8110,48.6,gen,BASSEIN,GEN,11.78,7139,10.37,False
55,1967,1,m,PSP,25417,48.6,gen,PALGHAR,GEN,54.35,6365,13.61,False
55,1967,2,m,INC,19052,48.6,gen,PALGHAR,GEN,40.74,17818,38.1,False
55,1967,3,m,CPM,1234,48.6,gen,PALGHAR,GEN,2.64,175,0.37,False
56,1967,1,m,INC,20627,48.6,gen,DAHANU,ST,52.22,6158,15.59,False
56,1967,2,m,CPM,14469,48.6,gen,DAHANU,ST,36.63,11656,29.51,False
56,1967,3,m,BJS,2813,48.6,gen,DAHANU,ST,7.12,1221,3.09,False
57,1967,1,m,INC,12134,48.6,gen,KASA,ST,34.76,2529,7.24,False
57,1967,2,m,PSP,9605,48.6,gen,KASA,ST,27.52,1120,3.21,False
57,1967,3,m,CPM,8485,48.6,gen,KASA,ST,24.31,3801,10.89,False
58,1967,1,f,INC,9874,48.6,gen,JAWAHAR,ST,34.66,507,1.78,False
58,1967,2,m,SSP,9367,48.6,gen,JAWAHAR,ST,32.88,117,0.41,False
58,1967,3,m,BJS,9250,48.6,gen,JAWAHAR,ST,32.47,0,0.0,False
59,1967,1,m,IND,16101,48.6,gen,SHAHAPUR,ST,42.53,842,2.22,False
59,1967,2,m,INC,15259,48.6,gen,SHAHAPUR,ST,40.3,8760,23.14,False
59,1967,3,m,BJS,6499,48.6,gen,SHAHAPUR,ST,17.17,0,0.0,False
